OCCP - 1 Digit Level,Managers,Professionals,Technicians and Trades Workers,Community and Personal Service Workers,Clerical and Administrative Workers,Sales Workers,Machinery Operators and Drivers,Labourers,Inadequately described,Not stated,Not applicable,Total
"6506, WA",14,0,3,0,0,0,0,9,0,0,21,59
"6507, WA",122,23,33,8,33,9,31,51,0,4,227,539
"6509, WA",44,3,11,6,10,4,9,11,0,0,115,211
"6510, WA",173,83,143,83,113,86,88,121,6,4,1074,1973
"6511, WA",32,20,23,18,33,4,15,62,7,6,314,528
"6512, WA",31,7,0,5,0,3,0,12,0,0,32,97
"6513, WA",54,9,6,3,5,0,13,15,0,0,102,223
"6514, WA",26,11,31,18,29,10,26,38,0,3,462,648
"6515, WA",77,11,13,8,17,4,22,20,3,0,109,286
"6516, WA",101,71,133,61,78,53,60,109,0,5,1087,1762
"6517, WA",48,18,35,9,24,10,25,24,0,0,205,403
"6518, WA",47,9,7,0,5,3,3,20,0,0,116,212
"6519, WA",89,19,33,30,14,15,29,35,0,0,329,592
"6521, WA",114,12,19,7,15,7,21,40,3,0,111,352
"6522, WA",93,7,27,10,16,13,34,18,0,0,229,459
"6525, WA",206,156,270,125,169,89,122,211,20,19,2181,3569
"6528, WA",39,24,31,10,22,7,28,25,0,0,226,409
"6530, WA",1380,2275,2376,1624,1732,1401,1196,1659,155,104,18541,32450
"6532, WA",544,450,520,294,391,247,312,285,33,21,3624,6724
"6535, WA",171,68,59,61,40,30,93,85,6,4,978,1600
"6536, WA",98,70,88,76,62,61,43,155,13,4,886,1560
"6537, WA",68,45,70,50,37,34,25,62,5,0,507,909
"6556, WA",105,159,198,125,109,91,98,103,11,4,1030,2035
"6558, WA",50,46,84,36,53,21,26,39,7,9,2281,2646
"6560, WA",36,52,114,68,79,48,66,107,7,3,761,1349
"6562, WA",71,61,95,78,75,44,73,74,6,6,679,1255
"6564, WA",12,12,33,13,12,5,21,19,0,0,184,317
"6566, WA",183,183,212,139,165,96,160,131,15,12,1974,3273
"6567, WA",25,18,39,20,18,11,16,23,0,0,242,418
"6568, WA",52,8,11,4,8,9,17,22,0,0,101,221
"6569, WA",40,3,17,8,13,4,12,21,0,0,146,270
"6571, WA",20,4,0,3,0,0,9,5,0,0,32,76
"6572, WA",16,0,0,0,5,0,5,0,0,0,32,59
"6574, WA",24,4,7,0,3,0,0,6,0,0,41,86
"6575, WA",39,9,5,0,9,0,4,11,0,0,61,138
"6603, WA",131,61,91,44,67,36,58,54,10,4,554,1110
"6605, WA",11,0,0,0,0,5,0,0,0,0,16,42
"6606, WA",39,7,10,3,3,4,9,10,0,3,79,164
"6608, WA",33,6,4,4,0,0,4,5,0,0,71,134
"6609, WA",121,39,76,32,56,36,34,58,4,0,383,823
"6612, WA",41,10,10,0,6,0,16,10,0,0,123,221
"6613, WA",9,0,0,0,0,0,3,6,0,0,38,64
"6614, WA",17,0,0,0,0,0,0,0,0,0,4,20
"6616, WA",12,0,0,0,3,0,3,3,0,0,27,57
"6620, WA",84,20,66,13,19,5,73,36,4,0,180,499
"6623, WA",77,35,27,28,18,20,25,32,9,0,406,673
"6625, WA",12,0,0,0,0,0,5,7,0,0,23,50
"6627, WA",18,3,0,0,0,0,0,0,0,0,33,64
"6628, WA",5,0,0,0,0,0,3,0,0,0,25,37
"6630, WA",70,33,25,34,17,3,25,30,5,0,374,619
"6631, WA",16,0,0,0,0,0,0,0,0,0,12,28
"6632, WA",17,0,0,0,4,0,3,3,0,0,40,69
"6635, WA",26,23,36,14,11,0,49,15,4,0,169,345
"6638, WA",24,26,23,8,11,10,17,26,9,4,332,482
"6639, WA",14,5,3,3,6,0,8,8,0,0,54,89
"6640, WA",18,9,4,10,8,5,6,8,0,0,127,202
"6642, WA",65,85,74,43,29,12,83,59,4,7,605,1066
"6646, WA",22,49,83,26,12,9,103,53,5,5,373,745
"6701, WA",466,295,309,243,295,166,161,359,28,27,3197,5547
"6705, WA",20,4,8,11,3,0,7,16,0,0,202,280
"6707, WA",196,206,279,164,164,121,69,176,9,15,1309,2710
"6710, WA",170,293,1072,74,141,10,387,617,29,10,1208,4000
"6711, WA",0,0,0,0,0,0,0,0,0,0,0,0
"6712, WA",66,133,667,27,53,3,182,391,25,0,419,1966
"6713, WA",65,94,130,44,89,23,79,48,9,0,526,1106
"6714, WA",902,1289,2104,704,1042,555,1043,889,155,41,8102,16826
"6716, WA",36,41,100,19,28,10,138,25,8,6,342,756
"6718, WA",17,26,32,44,17,0,15,25,7,3,817,1010
"6720, WA",73,114,359,106,122,44,256,104,21,3,1326,2529
"6721, WA",338,383,596,154,306,124,311,218,36,18,2030,4517
"6722, WA",308,524,1173,395,490,313,665,537,71,40,5336,9851
"6725, WA",602,942,721,683,649,324,225,441,71,40,6098,10800
"6726, WA",399,577,372,358,360,239,121,209,25,26,2754,5438
"6728, WA",196,377,211,347,199,89,83,249,30,30,4134,5951
"6731, WA",0,0,0,0,0,0,0,0,0,0,3,3
"6733, WA",0,0,0,0,0,0,0,0,0,0,0,0
"6740, WA",42,65,33,94,32,8,16,43,4,6,944,1282
"6743, WA",416,566,450,374,387,186,210,316,37,34,3247,6233
"6751, WA",224,324,822,129,186,63,818,261,37,14,2063,4924
"6753, WA",270,428,1052,191,246,112,1054,370,59,16,3457,7241
"6754, WA",48,57,175,49,52,30,216,50,8,4,689,1383
"6758, WA",69,93,426,16,44,6,530,114,20,4,380,1704
"6760, WA",24,32,49,28,12,3,52,53,0,9,376,631
"6762, WA",23,90,152,11,14,0,149,40,3,0,371,872
"6765, WA",54,119,54,106,49,19,15,73,8,7,1249,1754
"6770, WA",77,151,58,127,47,15,21,87,11,11,2293,2906
"7000, TAS",977,2699,665,875,864,539,107,381,75,22,6628,13835
"7001, TAS",0,0,0,0,0,0,0,0,0,0,0,0
"7004, TAS",459,1501,305,367,411,222,42,158,45,14,3946,7477
"7005, TAS",887,2129,384,719,687,497,110,361,68,35,7431,13308
"7007, TAS",220,557,115,153,204,108,16,79,17,8,1588,3065
"7008, TAS",680,1842,662,738,840,465,133,338,68,27,6181,11977
"7009, TAS",446,955,767,807,833,536,321,623,73,23,7068,12454
"7010, TAS",533,819,950,917,1045,758,504,860,83,69,10316,16845
"7011, TAS",460,638,1013,880,975,784,474,841,83,38,8511,14696
"7012, TAS",34,69,80,45,57,34,37,34,5,0,439,835
"7015, TAS",585,1220,560,588,797,468,143,320,42,27,5580,10331
"7016, TAS",42,50,154,139,100,94,82,167,13,9,2038,2873
"7017, TAS",336,387,488,407,507,308,175,237,38,10,2719,5616
"7018, TAS",1115,2159,1156,1160,1640,918,338,727,126,40,11648,21027
"7019, TAS",175,214,385,350,367,307,129,336,21,15,3805,6109
"7020, TAS",170,316,249,143,166,121,41,108,7,7,1145,2471
"7021, TAS",147,249,185,174,188,105,31,81,13,9,1231,2408
"7022, TAS",44,86,59,55,61,41,19,28,5,0,483,885
"7023, TAS",16,47,18,17,12,13,3,4,3,0,195,332
"7024, TAS",33,74,42,26,40,18,6,17,3,0,267,524
"7025, TAS",132,178,125,97,104,79,39,57,6,6,877,1700
"7026, TAS",77,39,61,49,54,51,46,67,5,5,487,933
"7027, TAS",19,11,16,9,8,7,10,22,0,0,188,296
"7030, TAS",649,478,1174,878,910,744,673,1130,84,50,10632,17402
"7050, TAS",678,1380,703,655,844,546,145,468,55,22,6897,12404
"7052, TAS",422,892,417,410,552,324,91,238,33,8,3751,7140
"7053, TAS",211,673,137,165,171,122,15,74,26,7,1984,3574
"7054, TAS",550,1027,645,478,574,333,163,328,49,25,4569,8740
"7055, TAS",14,33,42,33,46,29,5,7,3,0,216,433
"7109, TAS",522,588,571,420,473,313,233,543,44,20,5079,8813
"7112, TAS",141,202,201,119,120,80,59,142,16,7,1990,3062
"7113, TAS",66,73,66,36,54,29,28,48,3,0,699,1097
"7116, TAS",114,104,113,91,103,42,71,148,4,12,1440,2254
"7117, TAS",40,41,35,35,27,22,25,81,3,0,549,857
"7119, TAS",8,0,4,4,0,0,0,0,0,0,20,40
"7120, TAS",161,61,88,86,40,53,56,121,7,8,1152,1828
"7139, TAS",0,0,0,0,0,0,0,0,0,0,0,0
"7140, TAS",425,396,657,660,428,404,453,647,40,53,6804,10975
"7150, TAS",198,264,190,118,156,87,55,122,13,14,1619,2837
"7155, TAS",45,94,50,43,43,16,18,30,3,3,458,798
"7162, TAS",39,65,29,28,41,24,11,17,0,3,328,588
"7163, TAS",26,21,15,12,12,8,11,15,3,6,195,325
"7170, TAS",406,604,373,300,447,247,89,156,36,8,2335,5008
"7171, TAS",180,214,254,194,259,177,94,158,20,3,1726,3282
"7172, TAS",171,173,233,161,243,197,121,195,28,16,2119,3653
"7173, TAS",284,392,495,414,419,293,196,324,36,24,3734,6598
"7174, TAS",9,11,22,4,10,5,3,16,0,0,104,181
"7175, TAS",20,18,11,6,10,8,6,10,0,0,109,196
"7176, TAS",11,13,12,8,7,0,3,8,0,0,93,164
"7177, TAS",32,17,26,28,13,5,8,20,0,0,245,406
"7178, TAS",18,11,8,14,8,7,7,13,0,0,223,310
"7179, TAS",16,31,22,15,18,10,0,15,0,0,244,380
"7180, TAS",10,3,6,8,4,0,0,10,0,0,107,152
"7182, TAS",11,8,15,15,9,9,0,16,0,0,176,263
"7183, TAS",8,0,6,0,0,0,0,5,0,0,27,51
"7184, TAS",30,33,35,47,22,10,16,58,0,5,547,799
"7185, TAS",20,3,3,0,7,5,4,5,0,0,55,97
"7186, TAS",18,3,4,6,4,5,9,12,0,0,103,168
"7187, TAS",10,13,7,9,0,0,0,9,0,0,89,136
"7190, TAS",210,117,164,105,113,107,82,201,10,18,1992,3111
"7209, TAS",57,10,15,14,16,19,13,25,6,0,240,405
"7210, TAS",68,25,63,44,28,60,22,84,0,4,633,1037
"7211, TAS",23,7,8,13,10,3,9,24,0,0,144,241
"7212, TAS",145,139,114,92,94,64,72,84,3,5,1113,1931
"7213, TAS",23,5,8,4,4,10,12,30,0,0,206,300
"7214, TAS",23,11,17,21,16,8,33,28,3,6,452,611
"7215, TAS",224,160,189,184,113,106,80,192,14,11,2116,3383
"7216, TAS",185,122,140,119,112,122,63,163,5,4,2319,3354
"7248, TAS",459,753,707,856,612,776,491,996,71,49,10015,15777
"7249, TAS",597,1042,797,690,778,653,361,591,53,29,7180,12774
"7250, TAS",2393,4997,2806,2695,2817,2336,1196,1933,177,115,26593,48052
"7252, TAS",162,230,207,107,160,111,110,116,13,8,1550,2785
"7253, TAS",99,123,232,176,136,152,213,273,18,11,3486,4925
"7254, TAS",26,20,36,28,21,12,24,30,8,0,287,488
"7255, TAS",120,54,61,32,29,28,13,63,4,4,422,836
"7256, TAS",207,68,99,51,73,46,59,185,5,9,779,1583
"7257, TAS",6,0,0,4,4,0,0,4,0,0,49,70
"7258, TAS",107,114,69,46,57,52,25,32,3,0,449,963
"7259, TAS",25,34,30,20,17,17,20,25,0,0,270,462
"7260, TAS",230,109,148,104,130,152,155,222,10,17,1937,3219
"7261, TAS",17,6,10,10,8,7,11,26,0,0,180,270
"7262, TAS",121,74,120,82,54,59,54,126,3,4,1001,1710
"7263, TAS",87,15,21,10,10,16,29,38,0,3,371,594
"7264, TAS",47,8,17,10,16,10,20,51,0,0,457,641
"7265, TAS",38,9,3,0,7,3,3,23,0,0,138,233
"7267, TAS",53,62,75,40,47,20,37,55,7,0,385,768
"7268, TAS",60,84,85,32,57,44,41,49,4,0,586,1035
"7270, TAS",179,163,204,164,140,121,168,238,16,11,2675,4088
"7275, TAS",184,220,204,160,146,115,100,134,18,13,1849,3137
"7276, TAS",29,49,40,33,21,16,16,27,0,0,335,568
"7277, TAS",310,532,430,284,379,265,144,215,19,13,3118,5707
"7290, TAS",98,149,198,143,164,116,102,139,13,9,1143,2276
"7291, TAS",41,41,39,25,35,31,17,34,3,3,281,560
"7292, TAS",94,38,33,28,40,27,22,26,0,0,300,608
"7300, TAS",186,199,276,161,230,206,171,190,19,6,1773,3422
"7301, TAS",255,222,285,185,201,153,148,260,26,20,2553,4305
"7302, TAS",161,69,94,58,63,49,76,137,8,5,948,1671
"7303, TAS",191,171,162,124,103,89,111,135,13,12,1608,2717
"7304, TAS",492,274,294,282,197,144,212,342,25,12,3652,5936
"7305, TAS",46,33,75,43,33,37,48,86,6,4,757,1169
"7306, TAS",248,196,256,204,137,133,158,229,31,11,2353,3953
"7307, TAS",589,597,696,486,432,469,309,566,42,29,5915,10124
"7310, TAS",1086,1527,1622,1413,1270,1201,882,1567,117,70,16352,27100
"7315, TAS",660,887,959,762,642,623,430,833,58,36,8774,14659
"7316, TAS",313,425,407,286,330,230,234,286,21,14,3332,5887
"7320, TAS",570,992,894,855,857,766,492,894,72,39,9799,16242
"7321, TAS",321,236,309,185,233,169,233,277,36,13,2648,4666
"7322, TAS",126,216,240,193,198,180,144,224,22,10,2353,3903
"7325, TAS",445,476,515,414,364,307,307,480,41,31,5225,8592
"7330, TAS",625,226,333,263,256,209,296,746,34,25,3575,6592
"7331, TAS",60,30,35,23,23,20,10,62,4,0,280,551
"7466, TAS",0,0,0,0,0,0,0,0,0,0,13,13
"7467, TAS",61,59,105,75,49,54,63,110,8,10,1187,1791
"7468, TAS",70,28,41,27,31,29,28,66,5,6,384,708
"7469, TAS",19,16,42,26,20,13,68,49,4,4,504,765
"7470, TAS",15,47,47,31,17,12,51,40,6,0,445,707
"0800, NT",652,955,624,542,483,240,134,368,46,18,2425,6467
"0810, NT",1954,4431,2328,2185,2224,1338,832,1508,217,142,16143,33302
"0812, NT",1010,1774,1507,1135,1563,778,586,925,137,73,9385,18875
"0815, NT",3,9,4,23,5,24,16,33,0,0,168,286
"0820, NT",1886,2762,1773,1243,1536,731,356,721,127,70,8243,19449
"0822, NT",785,1272,774,937,621,335,415,769,122,194,19331,25558
"0828, NT",65,63,85,62,71,41,21,42,4,3,732,1203
"0829, NT",62,24,121,324,51,3,80,18,16,0,1136,1835
"0830, NT",967,1216,1601,1164,1460,717,704,828,132,66,9354,18209
"0832, NT",838,1174,1593,1299,1426,670,568,691,124,61,7123,15571
"0834, NT",148,137,215,92,155,79,73,75,10,5,845,1834
"0835, NT",244,284,879,148,321,120,188,265,37,21,2630,5131
"0836, NT",479,528,911,375,678,273,369,396,57,36,3654,7752
"0837, NT",26,18,28,12,24,14,18,22,10,4,241,412
"0838, NT",58,59,103,30,55,20,25,45,6,0,407,816
"0839, NT",20,24,49,38,38,34,27,46,6,0,262,551
"0840, NT",14,15,23,10,11,5,8,14,0,0,258,365
"0841, NT",36,32,62,21,40,16,36,42,3,8,400,702
"0845, NT",25,32,28,25,20,12,15,16,3,0,331,509
"0846, NT",16,11,16,18,19,4,10,23,5,0,244,357
"0847, NT",24,13,19,13,11,4,12,12,4,3,214,329
"0850, NT",415,657,515,532,459,231,184,335,49,16,4729,8137
"0852, NT",259,376,185,290,169,64,105,346,50,80,6373,8300
"0853, NT",54,68,154,113,46,12,20,11,8,0,376,856
"0854, NT",32,62,23,41,24,18,32,23,3,11,597,875
"0860, NT",147,243,139,239,154,59,30,103,19,20,1838,2997
"0862, NT",32,35,20,35,24,3,10,92,7,7,498,762
"0870, NT",1220,2555,1205,1672,1414,723,431,808,168,70,9362,19631
"0873, NT",133,182,164,133,145,56,49,73,7,8,1488,2434
"0874, NT",36,84,35,48,50,27,0,10,8,0,251,547
"0875, NT",136,239,148,188,179,69,44,86,16,4,1253,2373
"0880, NT",208,469,296,231,253,84,165,169,32,44,3264,5212
"0885, NT",57,111,83,59,57,21,70,37,10,4,374,875
"0886, NT",55,117,108,59,62,28,47,42,10,5,544,1077
"2600, ACT",829,1569,128,261,503,169,29,72,93,13,3576,7247
"2601, ACT",318,969,94,474,342,298,12,118,32,4,3692,6365
"2602, ACT",2686,6026,1128,1511,2126,812,193,820,305,77,14765,30448
"2603, ACT",1095,1931,210,326,684,272,49,116,115,18,4544,9357
"2604, ACT",1214,2457,315,445,815,277,61,152,107,23,4524,10382
"2605, ACT",997,2217,298,468,722,308,73,175,90,24,6360,11726
"2606, ACT",731,1773,399,498,731,269,91,316,88,27,4506,9420
"2607, ACT",1179,2209,544,684,1074,449,126,271,137,23,6915,13613
"2609, ACT",57,45,56,38,44,25,39,58,6,4,511,885
"2612, ACT",2333,3629,422,909,1161,443,53,366,200,36,6636,16185
"2614, ACT",1488,3173,788,948,1290,577,164,454,206,40,10260,19388
"2615, ACT",2846,5442,2814,2510,4196,1594,753,1380,450,114,22088,44173
"2617, ACT",2360,5086,1644,2059,2723,1359,352,926,302,73,15619,32499
"2900, ACT",141,371,102,104,189,61,28,42,13,3,877,1924
"2902, ACT",1029,1914,802,809,1334,492,216,400,171,32,7701,14900
"2903, ACT",635,1215,484,512,920,355,159,257,79,32,4566,9207
"2904, ACT",1123,1787,707,694,1315,446,171,308,122,36,6164,12864
"2905, ACT",2010,3117,2143,1742,3211,1195,699,1031,338,89,13050,28621
"2906, ACT",1342,1899,1261,1074,2085,838,378,561,229,80,7883,17636
"2911, ACT",423,920,222,261,422,145,32,86,59,17,1885,4462
"2912, ACT",500,876,378,387,540,268,55,226,75,10,2819,6140
"2913, ACT",2895,5226,2107,2114,3511,1509,426,1047,385,96,15734,35058
"2914, ACT",2130,4050,1285,1537,2288,993,271,568,285,53,11751,25202
"2899, OT",170,104,183,119,111,106,36,120,12,4,770,1748
"6798, OT",106,83,148,120,101,13,105,136,17,3,1025,1842
"6799, OT",27,34,35,27,28,5,16,41,12,0,317,541
